Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means ,NAM Total,0,Currently we do not use automated means to process NAM.
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,"7,618",All NAM reports are actioned manually.
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,,Currently we do not use automated means to process NAM. 
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,,Currently we do not use automated means to process NAM. 
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,,Currently we do not use automated means to process NAM. 
Only for providers of online platforms,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,0,Currently we do not use automated means to process NAM.
Only for providers of online platforms,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,27,"All NAM reports are actioned manually, including those submitted by Trusted Flaggers."
Only for providers of online platforms,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,,Currently we do not use automated means to process NAM. 
Only for providers of online platforms,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,,Currently we do not use automated means to process NAM. 
Only for providers of online platforms,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,,Currently we do not use automated means to process NAM. 
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,,We cannot include the data in these rows broken down by each Member State language because it does not align with the format of content on our platform – which is often visual – or the way our automated systems function.
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,[...],,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,sv,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,bg,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,[...],,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sv,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sv,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sv,,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Pinterest,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
