Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
Only for providers of online platforms,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,N/A,"As noted in Sheet 4, LinkedIn did not resolve Article 16 notices via automated means during the reporting period. As a result, there is no accuracy of the automated means to report."
Only for providers of online platforms,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,N/A,"As noted in Sheet 4, LinkedIn did not resolve Article 16 notices via automated means during the reporting period. As a result, there is no precision of the automated means to report."
Only for providers of online platforms,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,N/A,"As noted in Sheet 4, LinkedIn did not resolve Article 16 notices via automated means during the reporting period. As a result, there is no recall of the automated means to report."
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,13359,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,cs,6600,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,da,4761,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,de,73329,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,el,2925,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,en,2221771,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,es,579249,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,et,401,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,fi,3465,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,fr,177627,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,ga,9,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,hr,3106,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,hu,4010,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,it,43669,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,lt,3299,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,lv,6760,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,mt,1,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,nl,80336,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,pl,23642,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,pt,18758,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,ro,19447,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,sk,2940,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,sl,693,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,sv,6707,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,bg,1237,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,cs,1617,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,da,2354,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,de,16738,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,el,313,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,en,296185,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,es,40554,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,et,326,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,fi,929,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,fr,48684,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,ga,2,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,hr,452,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,hu,442,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,it,12844,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,lt,328,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,lv,143,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,mt,1,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,nl,31263,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,pl,5479,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,pt,3080,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,ro,4981,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sk,415,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sl,66,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sv,3724,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,bg,0.99,"LinkedIn uses two types of automated systems for content moderation relevant to this report: (1) LinkedIn uses an automated system to identify and remove policy-violating content (""System 1""); (2) LinkedIn uses an automated system to identify and restrict policy-violating accounts (e.g. fake accounts) (""System 2""). LinkedIn reports measures of the precision, accuracy, and recall of those systems by language of the content for the official languages of the EU.

LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Bulgarian is not a supported language. "
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,bg,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,bg,0.98,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,cs,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,cs,0.95,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,cs,0.47,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,da,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,da,0.89,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,da,0.29,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,de,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,de,0.93,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,de,0.55,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,el,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,el,0.98,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,el,0.85,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,en,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,en,0.98,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,en,0.61,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,es,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,es,0.97,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,es,0.78,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,et,0.99,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Estonian is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,et,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,et,0.23,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,fi,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,fi,0.89,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,fi,0.43,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,fr,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,fr,0.96,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,fr,0.55,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,ga,N/A,"LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Irish is not a supported language. 

LinkedIn’s automated system did not act on a sufficient amount of content in Irish or Maltese during the reporting period to calculate accuracy, precision, or recall. "
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,ga,N/A,"LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Irish is not a supported language. 

LinkedIn’s automated system did not act on a sufficient amount of content in Irish or Maltese during the reporting period to calculate accuracy, precision, or recall. "
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,ga,N/A,"LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Irish is not a supported language. 

LinkedIn’s automated system did not act on a sufficient amount of content in Irish or Maltese during the reporting period to calculate accuracy, precision, or recall. "
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,hr,0.99,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Croatian is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,hr,0.96,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,hr,0.87,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,hu,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,hu,0.97,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,hu,0.70,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,it,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,it,0.98,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,it,0.70,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,lt,0.99,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Lithuanian is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,lt,0.91,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,lt,0.84,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,lv,0.99,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Latvian is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,lv,0.75,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,lv,0.83,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,mt,N/A,"LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Maltese is not a supported language. 

LinkedIn’s automated system did not act on a sufficient amount of content in Irish or Maltese during the reporting period to calculate accuracy, precision, or recall. "
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,mt,N/A,"LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Maltese is not a supported language. 

LinkedIn’s automated system did not act on a sufficient amount of content in Irish or Maltese during the reporting period to calculate accuracy, precision, or recall. "
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,mt,N/A,"LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Maltese is not a supported language. 

LinkedIn’s automated system did not act on a sufficient amount of content in Irish or Maltese during the reporting period to calculate accuracy, precision, or recall. "
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,nl,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,nl,0.96,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,nl,0.34,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,pl,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,pl,0.96,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,pl,0.54,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,pt,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,pt,0.97,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,pt,0.73,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,ro,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,ro,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,ro,0.59,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,sk,0.99,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Slovak is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,sk,0.88,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,sk,0.87,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,sl,0.99,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Slovenian is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,sl,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,sl,0.87,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Accuracy,sv,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Precision,sv,0.95,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 1 - Automated content moderation system,Accuracy of the automated means - Recall,sv,0.35,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,bg,0.76,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Bulgarian is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,bg,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,bg,0.77,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,cs,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,cs,0.93,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,cs,0.88,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,da,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,da,0.93,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,da,0.85,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,de,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,de,0.94,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,de,0.90,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,el,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,el,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,el,0.97,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,en,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,en,0.98,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,en,0.90,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,es,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,es,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,es,0.94,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,et,0.83,LinkedIn’s website is currently available in and supports 15 of the 24 official languages of the EU (https://www.linkedin.com/help/linkedin/answer/a522175). Estonian is not a supported language. 
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,et,0.98,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,et,0.84,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,fi,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,fi,0.93,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,fi,0.91,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Accuracy,fr,0.99,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Precision,fr,0.95,
Only for VLOPs,Linkedin,2025-07-01/2025-12-31,System 2 - Automated account moderation system,Accuracy of the automated means - Recall,fr,0.83,
